STATION,NAME,DATE,TAVG,TMAX,TMIN
USW00014732,"LAGUARDIA AIRPORT, NY US",3/31/2009,,60,40
USW00014732,"LAGUARDIA AIRPORT, NY US",4/1/2009,,50,42
USW00014732,"LAGUARDIA AIRPORT, NY US",4/2/2009,,59,42
USW00014732,"LAGUARDIA AIRPORT, NY US",4/3/2009,,61,44
USW00014732,"LAGUARDIA AIRPORT, NY US",4/4/2009,,55,48
USW00014732,"LAGUARDIA AIRPORT, NY US",4/5/2009,,66,45
USW00014732,"LAGUARDIA AIRPORT, NY US",4/6/2009,,51,44
USW00014732,"LAGUARDIA AIRPORT, NY US",4/7/2009,,50,40
USW00014732,"LAGUARDIA AIRPORT, NY US",4/8/2009,,49,37
USW00014732,"LAGUARDIA AIRPORT, NY US",4/9/2009,,61,38
USW00014732,"LAGUARDIA AIRPORT, NY US",4/10/2009,,58,46
USW00014732,"LAGUARDIA AIRPORT, NY US",4/11/2009,,50,43
USW00014732,"LAGUARDIA AIRPORT, NY US",4/12/2009,,48,38
USW00014732,"LAGUARDIA AIRPORT, NY US",4/13/2009,,57,36
USW00014732,"LAGUARDIA AIRPORT, NY US",4/14/2009,,53,43
USW00014732,"LAGUARDIA AIRPORT, NY US",4/15/2009,,54,43
USW00014732,"LAGUARDIA AIRPORT, NY US",4/16/2009,,62,44
USW00014732,"LAGUARDIA AIRPORT, NY US",4/17/2009,,69,44
USW00014732,"LAGUARDIA AIRPORT, NY US",4/18/2009,,78,56
USW00014732,"LAGUARDIA AIRPORT, NY US",4/19/2009,,61,47
USW00014732,"LAGUARDIA AIRPORT, NY US",4/20/2009,,51,43
USW00014732,"LAGUARDIA AIRPORT, NY US",4/21/2009,,56,47
USW00014732,"LAGUARDIA AIRPORT, NY US",4/22/2009,,57,49
USW00014732,"LAGUARDIA AIRPORT, NY US",4/23/2009,,57,45
USW00014732,"LAGUARDIA AIRPORT, NY US",4/24/2009,,69,45
USW00014732,"LAGUARDIA AIRPORT, NY US",4/25/2009,,88,50
USW00014732,"LAGUARDIA AIRPORT, NY US",4/26/2009,,91,63
USW00014732,"LAGUARDIA AIRPORT, NY US",4/27/2009,,79,53
USW00014732,"LAGUARDIA AIRPORT, NY US",4/28/2009,,89,68
USW00014732,"LAGUARDIA AIRPORT, NY US",4/29/2009,,68,50
USW00014732,"LAGUARDIA AIRPORT, NY US",4/30/2009,,61,46
USW00014732,"LAGUARDIA AIRPORT, NY US",5/1/2009,,72,54
USW00014732,"LAGUARDIA AIRPORT, NY US",5/2/2009,,67,56
USW00014732,"LAGUARDIA AIRPORT, NY US",5/3/2009,,58,53
USW00014732,"LAGUARDIA AIRPORT, NY US",5/4/2009,,56,51
USW00014732,"LAGUARDIA AIRPORT, NY US",5/5/2009,,56,51
USW00014732,"LAGUARDIA AIRPORT, NY US",5/6/2009,,65,49
USW00014732,"LAGUARDIA AIRPORT, NY US",5/7/2009,,73,52
USW00014732,"LAGUARDIA AIRPORT, NY US",5/8/2009,,74,56
USW00014732,"LAGUARDIA AIRPORT, NY US",5/9/2009,,78,57
USW00014732,"LAGUARDIA AIRPORT, NY US",5/10/2009,,70,55
USW00014732,"LAGUARDIA AIRPORT, NY US",5/11/2009,,66,51
USW00014732,"LAGUARDIA AIRPORT, NY US",5/12/2009,,68,52
USW00014732,"LAGUARDIA AIRPORT, NY US",5/13/2009,,68,51
USW00014732,"LAGUARDIA AIRPORT, NY US",5/14/2009,,66,57
USW00014732,"LAGUARDIA AIRPORT, NY US",5/15/2009,,74,58
USW00014732,"LAGUARDIA AIRPORT, NY US",5/16/2009,,71,58
USW00014732,"LAGUARDIA AIRPORT, NY US",5/17/2009,,64,53
USW00014732,"LAGUARDIA AIRPORT, NY US",5/18/2009,,59,50
USW00014732,"LAGUARDIA AIRPORT, NY US",5/19/2009,,69,50
USW00014732,"LAGUARDIA AIRPORT, NY US",5/20/2009,,81,53
USW00014732,"LAGUARDIA AIRPORT, NY US",5/21/2009,,81,64
USW00014732,"LAGUARDIA AIRPORT, NY US",5/22/2009,,86,63
USW00014732,"LAGUARDIA AIRPORT, NY US",5/23/2009,,76,59
USW00014732,"LAGUARDIA AIRPORT, NY US",5/24/2009,,84,57
USW00014732,"LAGUARDIA AIRPORT, NY US",5/25/2009,,81,64
USW00014732,"LAGUARDIA AIRPORT, NY US",5/26/2009,,66,53
USW00014732,"LAGUARDIA AIRPORT, NY US",5/27/2009,,60,52
USW00014732,"LAGUARDIA AIRPORT, NY US",5/28/2009,,59,56
USW00014732,"LAGUARDIA AIRPORT, NY US",5/29/2009,,74,55
USW00014732,"LAGUARDIA AIRPORT, NY US",5/30/2009,,78,63
USW00014732,"LAGUARDIA AIRPORT, NY US",5/31/2009,,82,58
USW00014732,"LAGUARDIA AIRPORT, NY US",6/1/2009,,69,53
USW00014732,"LAGUARDIA AIRPORT, NY US",6/2/2009,,80,63
USW00014732,"LAGUARDIA AIRPORT, NY US",6/3/2009,,73,54
USW00014732,"LAGUARDIA AIRPORT, NY US",6/4/2009,,69,54
USW00014732,"LAGUARDIA AIRPORT, NY US",6/5/2009,,62,55
USW00014732,"LAGUARDIA AIRPORT, NY US",6/6/2009,,78,58
USW00014732,"LAGUARDIA AIRPORT, NY US",6/7/2009,,82,66
USW00014732,"LAGUARDIA AIRPORT, NY US",6/8/2009,,77,63
USW00014732,"LAGUARDIA AIRPORT, NY US",6/9/2009,,73,60
USW00014732,"LAGUARDIA AIRPORT, NY US",6/10/2009,,65,59
USW00014732,"LAGUARDIA AIRPORT, NY US",6/11/2009,,63,59
USW00014732,"LAGUARDIA AIRPORT, NY US",6/12/2009,,80,62
USW00014732,"LAGUARDIA AIRPORT, NY US",6/13/2009,,71,64
USW00014732,"LAGUARDIA AIRPORT, NY US",6/14/2009,,72,61
USW00014732,"LAGUARDIA AIRPORT, NY US",6/15/2009,,71,58
USW00014732,"LAGUARDIA AIRPORT, NY US",6/16/2009,,68,56
USW00014732,"LAGUARDIA AIRPORT, NY US",6/17/2009,,69,57
USW00014732,"LAGUARDIA AIRPORT, NY US",6/18/2009,,66,62
USW00014732,"LAGUARDIA AIRPORT, NY US",6/19/2009,,79,63
USW00014732,"LAGUARDIA AIRPORT, NY US",6/20/2009,,72,63
USW00014732,"LAGUARDIA AIRPORT, NY US",6/21/2009,,78,63
USW00014732,"LAGUARDIA AIRPORT, NY US",6/22/2009,,75,67
USW00014732,"LAGUARDIA AIRPORT, NY US",6/23/2009,,80,67
USW00014732,"LAGUARDIA AIRPORT, NY US",6/24/2009,,75,66
USW00014732,"LAGUARDIA AIRPORT, NY US",6/25/2009,,81,65
USW00014732,"LAGUARDIA AIRPORT, NY US",6/26/2009,,85,65
USW00014732,"LAGUARDIA AIRPORT, NY US",6/27/2009,,81,66
USW00014732,"LAGUARDIA AIRPORT, NY US",6/28/2009,,82,68
USW00014732,"LAGUARDIA AIRPORT, NY US",6/29/2009,,83,68
USW00014732,"LAGUARDIA AIRPORT, NY US",6/30/2009,,84,67
USW00014732,"LAGUARDIA AIRPORT, NY US",7/1/2009,,79,67
USW00014732,"LAGUARDIA AIRPORT, NY US",7/2/2009,,77,66
USW00014732,"LAGUARDIA AIRPORT, NY US",7/3/2009,,80,68
USW00014732,"LAGUARDIA AIRPORT, NY US",7/4/2009,,81,68
USW00014732,"LAGUARDIA AIRPORT, NY US",7/5/2009,,80,64
USW00014732,"LAGUARDIA AIRPORT, NY US",7/6/2009,,85,68
USW00014732,"LAGUARDIA AIRPORT, NY US",7/7/2009,,83,62
USW00014732,"LAGUARDIA AIRPORT, NY US",7/8/2009,,77,61
USW00014732,"LAGUARDIA AIRPORT, NY US",7/9/2009,,73,62
USW00014732,"LAGUARDIA AIRPORT, NY US",7/10/2009,,75,63
USW00014732,"LAGUARDIA AIRPORT, NY US",7/11/2009,,77,65
USW00014732,"LAGUARDIA AIRPORT, NY US",7/12/2009,,83,66
USW00014732,"LAGUARDIA AIRPORT, NY US",7/13/2009,,79,65
USW00014732,"LAGUARDIA AIRPORT, NY US",7/14/2009,,81,66
USW00014732,"LAGUARDIA AIRPORT, NY US",7/15/2009,,83,67
USW00014732,"LAGUARDIA AIRPORT, NY US",7/16/2009,,85,73
USW00014732,"LAGUARDIA AIRPORT, NY US",7/17/2009,,88,69
USW00014732,"LAGUARDIA AIRPORT, NY US",7/18/2009,,84,71
USW00014732,"LAGUARDIA AIRPORT, NY US",7/19/2009,,83,68
USW00014732,"LAGUARDIA AIRPORT, NY US",7/20/2009,,82,68
USW00014732,"LAGUARDIA AIRPORT, NY US",7/21/2009,,71,65
USW00014732,"LAGUARDIA AIRPORT, NY US",7/22/2009,,82,67
USW00014732,"LAGUARDIA AIRPORT, NY US",7/23/2009,,80,64
USW00014732,"LAGUARDIA AIRPORT, NY US",7/24/2009,,80,65
USW00014732,"LAGUARDIA AIRPORT, NY US",7/25/2009,,86,67
USW00014732,"LAGUARDIA AIRPORT, NY US",7/26/2009,,86,71
USW00014732,"LAGUARDIA AIRPORT, NY US",7/27/2009,,85,71
USW00014732,"LAGUARDIA AIRPORT, NY US",7/28/2009,,87,73
USW00014732,"LAGUARDIA AIRPORT, NY US",7/29/2009,,83,73
USW00014732,"LAGUARDIA AIRPORT, NY US",7/30/2009,,87,74
USW00014732,"LAGUARDIA AIRPORT, NY US",7/31/2009,,89,69
USW00014732,"LAGUARDIA AIRPORT, NY US",8/1/2009,,85,69
USW00014732,"LAGUARDIA AIRPORT, NY US",8/2/2009,,78,73
USW00014732,"LAGUARDIA AIRPORT, NY US",8/3/2009,,85,72
USW00014732,"LAGUARDIA AIRPORT, NY US",8/4/2009,,86,72
USW00014732,"LAGUARDIA AIRPORT, NY US",8/5/2009,,89,74
USW00014732,"LAGUARDIA AIRPORT, NY US",8/6/2009,,79,68
USW00014732,"LAGUARDIA AIRPORT, NY US",8/7/2009,,80,67
USW00014732,"LAGUARDIA AIRPORT, NY US",8/8/2009,,78,65
USW00014732,"LAGUARDIA AIRPORT, NY US",8/9/2009,,81,71
USW00014732,"LAGUARDIA AIRPORT, NY US",8/10/2009,,94,71
USW00014732,"LAGUARDIA AIRPORT, NY US",8/11/2009,,92,77
USW00014732,"LAGUARDIA AIRPORT, NY US",8/12/2009,,80,71
USW00014732,"LAGUARDIA AIRPORT, NY US",8/13/2009,,74,70
USW00014732,"LAGUARDIA AIRPORT, NY US",8/14/2009,,85,69
USW00014732,"LAGUARDIA AIRPORT, NY US",8/15/2009,,89,73
USW00014732,"LAGUARDIA AIRPORT, NY US",8/16/2009,,91,75
USW00014732,"LAGUARDIA AIRPORT, NY US",8/17/2009,,93,77
USW00014732,"LAGUARDIA AIRPORT, NY US",8/18/2009,,91,73
USW00014732,"LAGUARDIA AIRPORT, NY US",8/19/2009,,91,75
USW00014732,"LAGUARDIA AIRPORT, NY US",8/20/2009,,89,76
USW00014732,"LAGUARDIA AIRPORT, NY US",8/21/2009,,92,75
USW00014732,"LAGUARDIA AIRPORT, NY US",8/22/2009,,85,72
USW00014732,"LAGUARDIA AIRPORT, NY US",8/23/2009,,86,75
USW00014732,"LAGUARDIA AIRPORT, NY US",8/24/2009,,84,72
USW00014732,"LAGUARDIA AIRPORT, NY US",8/25/2009,,86,71
USW00014732,"LAGUARDIA AIRPORT, NY US",8/26/2009,,87,74
USW00014732,"LAGUARDIA AIRPORT, NY US",8/27/2009,,80,68
USW00014732,"LAGUARDIA AIRPORT, NY US",8/28/2009,,73,66
USW00014732,"LAGUARDIA AIRPORT, NY US",8/29/2009,,73,67
USW00014732,"LAGUARDIA AIRPORT, NY US",8/30/2009,,83,66
USW00014732,"LAGUARDIA AIRPORT, NY US",8/31/2009,,72,64
USW00014732,"LAGUARDIA AIRPORT, NY US",9/1/2009,,74,59
USW00014732,"LAGUARDIA AIRPORT, NY US",9/2/2009,,77,61
USW00014732,"LAGUARDIA AIRPORT, NY US",9/3/2009,,78,64
USW00014732,"LAGUARDIA AIRPORT, NY US",9/4/2009,,83,65
USW00014732,"LAGUARDIA AIRPORT, NY US",9/5/2009,,85,71
USW00014732,"LAGUARDIA AIRPORT, NY US",9/6/2009,,74,64
USW00014732,"LAGUARDIA AIRPORT, NY US",9/7/2009,,72,61
USW00014732,"LAGUARDIA AIRPORT, NY US",9/8/2009,,75,65
USW00014732,"LAGUARDIA AIRPORT, NY US",9/9/2009,,76,65
USW00014732,"LAGUARDIA AIRPORT, NY US",9/10/2009,,71,61
USW00014732,"LAGUARDIA AIRPORT, NY US",9/11/2009,,69,58
USW00014732,"LAGUARDIA AIRPORT, NY US",9/12/2009,,68,65
USW00014732,"LAGUARDIA AIRPORT, NY US",9/13/2009,,81,67
USW00014732,"LAGUARDIA AIRPORT, NY US",9/14/2009,,79,65
USW00014732,"LAGUARDIA AIRPORT, NY US",9/15/2009,,81,68
USW00014732,"LAGUARDIA AIRPORT, NY US",9/16/2009,,71,63
USW00014732,"LAGUARDIA AIRPORT, NY US",9/17/2009,,65,57
USW00014732,"LAGUARDIA AIRPORT, NY US",9/18/2009,,77,58
USW00014732,"LAGUARDIA AIRPORT, NY US",9/19/2009,,71,55
USW00014732,"LAGUARDIA AIRPORT, NY US",9/20/2009,,75,57
USW00014732,"LAGUARDIA AIRPORT, NY US",9/21/2009,,76,61
USW00014732,"LAGUARDIA AIRPORT, NY US",9/22/2009,,75,66
USW00014732,"LAGUARDIA AIRPORT, NY US",9/23/2009,,82,69
USW00014732,"LAGUARDIA AIRPORT, NY US",9/24/2009,,82,68
USW00014732,"LAGUARDIA AIRPORT, NY US",9/25/2009,,69,59
USW00014732,"LAGUARDIA AIRPORT, NY US",9/26/2009,,66,55
USW00014732,"LAGUARDIA AIRPORT, NY US",9/27/2009,,69,60
USW00014732,"LAGUARDIA AIRPORT, NY US",9/28/2009,,74,60
USW00014732,"LAGUARDIA AIRPORT, NY US",9/29/2009,,68,58
USW00014732,"LAGUARDIA AIRPORT, NY US",9/30/2009,,60,51
USW00014732,"LAGUARDIA AIRPORT, NY US",10/1/2009,,57,51
USW00014732,"LAGUARDIA AIRPORT, NY US",10/2/2009,,66,49
USW00014732,"LAGUARDIA AIRPORT, NY US",10/3/2009,,71,65
USW00014732,"LAGUARDIA AIRPORT, NY US",10/4/2009,,76,59
USW00014732,"LAGUARDIA AIRPORT, NY US",10/5/2009,,68,55
USW00014732,"LAGUARDIA AIRPORT, NY US",10/6/2009,,68,54
USW00014732,"LAGUARDIA AIRPORT, NY US",10/7/2009,,71,59
USW00014732,"LAGUARDIA AIRPORT, NY US",10/8/2009,,64,55
USW00014732,"LAGUARDIA AIRPORT, NY US",10/9/2009,,71,61
USW00014732,"LAGUARDIA AIRPORT, NY US",10/10/2009,,68,54
USW00014732,"LAGUARDIA AIRPORT, NY US",10/11/2009,,65,50
USW00014732,"LAGUARDIA AIRPORT, NY US",10/12/2009,,55,46
USW00014732,"LAGUARDIA AIRPORT, NY US",10/13/2009,,64,47
USW00014732,"LAGUARDIA AIRPORT, NY US",10/14/2009,,53,44
USW00014732,"LAGUARDIA AIRPORT, NY US",10/15/2009,,48,39
USW00014732,"LAGUARDIA AIRPORT, NY US",10/16/2009,,49,39
USW00014732,"LAGUARDIA AIRPORT, NY US",10/17/2009,,50,44
USW00014732,"LAGUARDIA AIRPORT, NY US",10/18/2009,,47,43
USW00014732,"LAGUARDIA AIRPORT, NY US",10/19/2009,,58,41
USW00014732,"LAGUARDIA AIRPORT, NY US",10/20/2009,,68,47
USW00014732,"LAGUARDIA AIRPORT, NY US",10/21/2009,,69,53
USW00014732,"LAGUARDIA AIRPORT, NY US",10/22/2009,,76,55
USW00014732,"LAGUARDIA AIRPORT, NY US",10/23/2009,,66,51
USW00014732,"LAGUARDIA AIRPORT, NY US",10/24/2009,,67,53
USW00014732,"LAGUARDIA AIRPORT, NY US",10/25/2009,,65,53
USW00014732,"LAGUARDIA AIRPORT, NY US",10/26/2009,,61,49
USW00014732,"LAGUARDIA AIRPORT, NY US",10/27/2009,,58,50
USW00014732,"LAGUARDIA AIRPORT, NY US",10/28/2009,,58,51
USW00014732,"LAGUARDIA AIRPORT, NY US",10/29/2009,,58,49
USW00014732,"LAGUARDIA AIRPORT, NY US",10/30/2009,,60,52
USW00014732,"LAGUARDIA AIRPORT, NY US",10/31/2009,,71,56
USW00014732,"LAGUARDIA AIRPORT, NY US",11/1/2009,,60,50
USW00014732,"LAGUARDIA AIRPORT, NY US",11/2/2009,,55,48
USW00014732,"LAGUARDIA AIRPORT, NY US",11/3/2009,,62,46
USW00014732,"LAGUARDIA AIRPORT, NY US",11/4/2009,,52,44
USW00014732,"LAGUARDIA AIRPORT, NY US",11/5/2009,,53,44
USW00014732,"LAGUARDIA AIRPORT, NY US",11/6/2009,,50,41
USW00014732,"LAGUARDIA AIRPORT, NY US",11/7/2009,,53,38
USW00014732,"LAGUARDIA AIRPORT, NY US",11/8/2009,,71,48
USW00014732,"LAGUARDIA AIRPORT, NY US",11/9/2009,,67,48
USW00014732,"LAGUARDIA AIRPORT, NY US",11/10/2009,,64,56
USW00014732,"LAGUARDIA AIRPORT, NY US",11/11/2009,,58,49
USW00014732,"LAGUARDIA AIRPORT, NY US",11/12/2009,,53,48
USW00014732,"LAGUARDIA AIRPORT, NY US",11/13/2009,,55,49
USW00014732,"LAGUARDIA AIRPORT, NY US",11/14/2009,,58,52
USW00014732,"LAGUARDIA AIRPORT, NY US",11/15/2009,,63,54
USW00014732,"LAGUARDIA AIRPORT, NY US",11/16/2009,,59,49
USW00014732,"LAGUARDIA AIRPORT, NY US",11/17/2009,,55,46
USW00014732,"LAGUARDIA AIRPORT, NY US",11/18/2009,,53,43
USW00014732,"LAGUARDIA AIRPORT, NY US",11/19/2009,,61,48
USW00014732,"LAGUARDIA AIRPORT, NY US",11/20/2009,,61,50
USW00014732,"LAGUARDIA AIRPORT, NY US",11/21/2009,,57,47
USW00014732,"LAGUARDIA AIRPORT, NY US",11/22/2009,,56,46
USW00014732,"LAGUARDIA AIRPORT, NY US",11/23/2009,,51,45
USW00014732,"LAGUARDIA AIRPORT, NY US",11/24/2009,,57,49
USW00014732,"LAGUARDIA AIRPORT, NY US",11/25/2009,,53,49
USW00014732,"LAGUARDIA AIRPORT, NY US",11/26/2009,,54,49
USW00014732,"LAGUARDIA AIRPORT, NY US",11/27/2009,,50,44
USW00014732,"LAGUARDIA AIRPORT, NY US",11/28/2009,,51,44
USW00014732,"LAGUARDIA AIRPORT, NY US",11/29/2009,,59,42
USW00014732,"LAGUARDIA AIRPORT, NY US",11/30/2009,,57,41
USW00014732,"LAGUARDIA AIRPORT, NY US",12/1/2009,,48,38
USW00014732,"LAGUARDIA AIRPORT, NY US",12/2/2009,,57,40
USW00014732,"LAGUARDIA AIRPORT, NY US",12/3/2009,,66,51
USW00014732,"LAGUARDIA AIRPORT, NY US",12/4/2009,,52,46
USW00014732,"LAGUARDIA AIRPORT, NY US",12/5/2009,,47,35
USW00014732,"LAGUARDIA AIRPORT, NY US",12/6/2009,,40,35
USW00014732,"LAGUARDIA AIRPORT, NY US",12/7/2009,,41,34
USW00014732,"LAGUARDIA AIRPORT, NY US",12/8/2009,,44,36
USW00014732,"LAGUARDIA AIRPORT, NY US",12/9/2009,,54,33
USW00014732,"LAGUARDIA AIRPORT, NY US",12/10/2009,,47,28
USW00014732,"LAGUARDIA AIRPORT, NY US",12/11/2009,,31,22
USW00014732,"LAGUARDIA AIRPORT, NY US",12/12/2009,,38,27
USW00014732,"LAGUARDIA AIRPORT, NY US",12/13/2009,,52,34
USW00014732,"LAGUARDIA AIRPORT, NY US",12/14/2009,,46,41
USW00014732,"LAGUARDIA AIRPORT, NY US",12/15/2009,,52,43
USW00014732,"LAGUARDIA AIRPORT, NY US",12/16/2009,,43,29
USW00014732,"LAGUARDIA AIRPORT, NY US",12/17/2009,,32,22
USW00014732,"LAGUARDIA AIRPORT, NY US",12/18/2009,,32,17
USW00014732,"LAGUARDIA AIRPORT, NY US",12/19/2009,,31,23
USW00014732,"LAGUARDIA AIRPORT, NY US",12/20/2009,,35,22
USW00014732,"LAGUARDIA AIRPORT, NY US",12/21/2009,,38,30
USW00014732,"LAGUARDIA AIRPORT, NY US",12/22/2009,,37,24
USW00014732,"LAGUARDIA AIRPORT, NY US",12/23/2009,,32,22
USW00014732,"LAGUARDIA AIRPORT, NY US",12/24/2009,,39,26
USW00014732,"LAGUARDIA AIRPORT, NY US",12/25/2009,,39,33
USW00014732,"LAGUARDIA AIRPORT, NY US",12/26/2009,,53,38
USW00014732,"LAGUARDIA AIRPORT, NY US",12/27/2009,,55,40
USW00014732,"LAGUARDIA AIRPORT, NY US",12/28/2009,,41,30
USW00014732,"LAGUARDIA AIRPORT, NY US",12/29/2009,,31,17
USW00014732,"LAGUARDIA AIRPORT, NY US",12/30/2009,,33,19
USW00014732,"LAGUARDIA AIRPORT, NY US",12/31/2009,,34,30
USW00014732,"LAGUARDIA AIRPORT, NY US",1/1/2010,,39,32
USW00014732,"LAGUARDIA AIRPORT, NY US",1/2/2010,,32,17
USW00014732,"LAGUARDIA AIRPORT, NY US",1/3/2010,,23,18
USW00014732,"LAGUARDIA AIRPORT, NY US",1/4/2010,,31,21
USW00014732,"LAGUARDIA AIRPORT, NY US",1/5/2010,,31,22
USW00014732,"LAGUARDIA AIRPORT, NY US",1/6/2010,,34,27
USW00014732,"LAGUARDIA AIRPORT, NY US",1/7/2010,,38,30
USW00014732,"LAGUARDIA AIRPORT, NY US",1/8/2010,,34,24
USW00014732,"LAGUARDIA AIRPORT, NY US",1/9/2010,,31,19
USW00014732,"LAGUARDIA AIRPORT, NY US",1/10/2010,,29,15
USW00014732,"LAGUARDIA AIRPORT, NY US",1/11/2010,,32,23
USW00014732,"LAGUARDIA AIRPORT, NY US",1/12/2010,,35,25
USW00014732,"LAGUARDIA AIRPORT, NY US",1/13/2010,,36,24
USW00014732,"LAGUARDIA AIRPORT, NY US",1/14/2010,,42,32
USW00014732,"LAGUARDIA AIRPORT, NY US",1/15/2010,,50,36
USW00014732,"LAGUARDIA AIRPORT, NY US",1/16/2010,,50,39
USW00014732,"LAGUARDIA AIRPORT, NY US",1/17/2010,,45,35
USW00014732,"LAGUARDIA AIRPORT, NY US",1/18/2010,,48,36
USW00014732,"LAGUARDIA AIRPORT, NY US",1/19/2010,,48,40
USW00014732,"LAGUARDIA AIRPORT, NY US",1/20/2010,,42,36
USW00014732,"LAGUARDIA AIRPORT, NY US",1/21/2010,,42,32
USW00014732,"LAGUARDIA AIRPORT, NY US",1/22/2010,,44,33
USW00014732,"LAGUARDIA AIRPORT, NY US",1/23/2010,,40,29
USW00014732,"LAGUARDIA AIRPORT, NY US",1/24/2010,,48,33
USW00014732,"LAGUARDIA AIRPORT, NY US",1/25/2010,,56,47
USW00014732,"LAGUARDIA AIRPORT, NY US",1/26/2010,,47,35
USW00014732,"LAGUARDIA AIRPORT, NY US",1/27/2010,,40,32
USW00014732,"LAGUARDIA AIRPORT, NY US",1/28/2010,,43,21
USW00014732,"LAGUARDIA AIRPORT, NY US",1/29/2010,,25,17
USW00014732,"LAGUARDIA AIRPORT, NY US",1/30/2010,,20,14
USW00014732,"LAGUARDIA AIRPORT, NY US",1/31/2010,,31,15
USW00014732,"LAGUARDIA AIRPORT, NY US",2/1/2010,,36,27
USW00014732,"LAGUARDIA AIRPORT, NY US",2/2/2010,,34,29
USW00014732,"LAGUARDIA AIRPORT, NY US",2/3/2010,,38,28
USW00014732,"LAGUARDIA AIRPORT, NY US",2/4/2010,,38,29
USW00014732,"LAGUARDIA AIRPORT, NY US",2/5/2010,,37,31
USW00014732,"LAGUARDIA AIRPORT, NY US",2/6/2010,,33,22
USW00014732,"LAGUARDIA AIRPORT, NY US",2/7/2010,,35,18
USW00014732,"LAGUARDIA AIRPORT, NY US",2/8/2010,,38,24
USW00014732,"LAGUARDIA AIRPORT, NY US",2/9/2010,,42,30
USW00014732,"LAGUARDIA AIRPORT, NY US",2/10/2010,,34,30
USW00014732,"LAGUARDIA AIRPORT, NY US",2/11/2010,,37,28
USW00014732,"LAGUARDIA AIRPORT, NY US",2/12/2010,,38,28
USW00014732,"LAGUARDIA AIRPORT, NY US",2/13/2010,,34,26
USW00014732,"LAGUARDIA AIRPORT, NY US",2/14/2010,,41,29
USW00014732,"LAGUARDIA AIRPORT, NY US",2/15/2010,,41,30
USW00014732,"LAGUARDIA AIRPORT, NY US",2/16/2010,,33,30
USW00014732,"LAGUARDIA AIRPORT, NY US",2/17/2010,,34,28
USW00014732,"LAGUARDIA AIRPORT, NY US",2/18/2010,,41,32
USW00014732,"LAGUARDIA AIRPORT, NY US",2/19/2010,,43,32
USW00014732,"LAGUARDIA AIRPORT, NY US",2/20/2010,,45,36
USW00014732,"LAGUARDIA AIRPORT, NY US",2/21/2010,,46,36
USW00014732,"LAGUARDIA AIRPORT, NY US",2/22/2010,,44,30
USW00014732,"LAGUARDIA AIRPORT, NY US",2/23/2010,,38,35
USW00014732,"LAGUARDIA AIRPORT, NY US",2/24/2010,,39,35
USW00014732,"LAGUARDIA AIRPORT, NY US",2/25/2010,,35,29
USW00014732,"LAGUARDIA AIRPORT, NY US",2/26/2010,,35,27
USW00014732,"LAGUARDIA AIRPORT, NY US",2/27/2010,,39,30
USW00014732,"LAGUARDIA AIRPORT, NY US",2/28/2010,,41,33
USW00014732,"LAGUARDIA AIRPORT, NY US",3/1/2010,,48,37
USW00014732,"LAGUARDIA AIRPORT, NY US",3/2/2010,,47,37
USW00014732,"LAGUARDIA AIRPORT, NY US",3/3/2010,,44,35
USW00014732,"LAGUARDIA AIRPORT, NY US",3/4/2010,,46,36
USW00014732,"LAGUARDIA AIRPORT, NY US",3/5/2010,,47,35
USW00014732,"LAGUARDIA AIRPORT, NY US",3/6/2010,,54,33
USW00014732,"LAGUARDIA AIRPORT, NY US",3/7/2010,,57,39
USW00014732,"LAGUARDIA AIRPORT, NY US",3/8/2010,,59,42
USW00014732,"LAGUARDIA AIRPORT, NY US",3/9/2010,,61,45
USW00014732,"LAGUARDIA AIRPORT, NY US",3/10/2010,,54,40
USW00014732,"LAGUARDIA AIRPORT, NY US",3/11/2010,,47,41
USW00014732,"LAGUARDIA AIRPORT, NY US",3/12/2010,,45,40
USW00014732,"LAGUARDIA AIRPORT, NY US",3/13/2010,,47,39
USW00014732,"LAGUARDIA AIRPORT, NY US",3/14/2010,,49,42
USW00014732,"LAGUARDIA AIRPORT, NY US",3/15/2010,,48,42
USW00014732,"LAGUARDIA AIRPORT, NY US",3/16/2010,,61,43
USW00014732,"LAGUARDIA AIRPORT, NY US",3/17/2010,,66,41
USW00014732,"LAGUARDIA AIRPORT, NY US",3/18/2010,,69,48
USW00014732,"LAGUARDIA AIRPORT, NY US",3/19/2010,,72,45
USW00014732,"LAGUARDIA AIRPORT, NY US",3/20/2010,,74,53
USW00014732,"LAGUARDIA AIRPORT, NY US",3/21/2010,,58,47
USW00014732,"LAGUARDIA AIRPORT, NY US",3/22/2010,,61,47
USW00014732,"LAGUARDIA AIRPORT, NY US",3/23/2010,,53,47
USW00014732,"LAGUARDIA AIRPORT, NY US",3/24/2010,,60,44
USW00014732,"LAGUARDIA AIRPORT, NY US",3/25/2010,,61,45
USW00014732,"LAGUARDIA AIRPORT, NY US",3/26/2010,,54,35
USW00014732,"LAGUARDIA AIRPORT, NY US",3/27/2010,,41,30
USW00014732,"LAGUARDIA AIRPORT, NY US",3/28/2010,,50,36
USW00014732,"LAGUARDIA AIRPORT, NY US",3/29/2010,,53,50
USW00014732,"LAGUARDIA AIRPORT, NY US",3/30/2010,,52,43
USW00014732,"LAGUARDIA AIRPORT, NY US",3/31/2010,,57,46
USW00014732,"LAGUARDIA AIRPORT, NY US",4/1/2010,,70,49
