STATION,NAME,DATE,TAVG,TMAX,TMIN
USW00014732,"LAGUARDIA AIRPORT, NY US",1/1/2007,,56,46
USW00014732,"LAGUARDIA AIRPORT, NY US",1/2/2007,,52,43
USW00014732,"LAGUARDIA AIRPORT, NY US",1/3/2007,,53,39
USW00014732,"LAGUARDIA AIRPORT, NY US",1/4/2007,,58,44
USW00014732,"LAGUARDIA AIRPORT, NY US",1/5/2007,,62,51
USW00014732,"LAGUARDIA AIRPORT, NY US",1/6/2007,,72,55
USW00014732,"LAGUARDIA AIRPORT, NY US",1/7/2007,,56,46
USW00014732,"LAGUARDIA AIRPORT, NY US",1/8/2007,,57,40
USW00014732,"LAGUARDIA AIRPORT, NY US",1/9/2007,,45,37
USW00014732,"LAGUARDIA AIRPORT, NY US",1/10/2007,,38,31
USW00014732,"LAGUARDIA AIRPORT, NY US",1/11/2007,,41,29
USW00014732,"LAGUARDIA AIRPORT, NY US",1/12/2007,,50,39
USW00014732,"LAGUARDIA AIRPORT, NY US",1/13/2007,,57,46
USW00014732,"LAGUARDIA AIRPORT, NY US",1/14/2007,,46,42
USW00014732,"LAGUARDIA AIRPORT, NY US",1/15/2007,,51,41
USW00014732,"LAGUARDIA AIRPORT, NY US",1/16/2007,,57,25
USW00014732,"LAGUARDIA AIRPORT, NY US",1/17/2007,,31,21
USW00014732,"LAGUARDIA AIRPORT, NY US",1/18/2007,,38,25
USW00014732,"LAGUARDIA AIRPORT, NY US",1/19/2007,,43,33
USW00014732,"LAGUARDIA AIRPORT, NY US",1/20/2007,,35,23
USW00014732,"LAGUARDIA AIRPORT, NY US",1/21/2007,,31,21
USW00014732,"LAGUARDIA AIRPORT, NY US",1/22/2007,,34,28
USW00014732,"LAGUARDIA AIRPORT, NY US",1/23/2007,,38,30
USW00014732,"LAGUARDIA AIRPORT, NY US",1/24/2007,,40,34
USW00014732,"LAGUARDIA AIRPORT, NY US",1/25/2007,,37,17
USW00014732,"LAGUARDIA AIRPORT, NY US",1/26/2007,,24,11
USW00014732,"LAGUARDIA AIRPORT, NY US",1/27/2007,,41,22
USW00014732,"LAGUARDIA AIRPORT, NY US",1/28/2007,,43,32
USW00014732,"LAGUARDIA AIRPORT, NY US",1/29/2007,,32,24
USW00014732,"LAGUARDIA AIRPORT, NY US",1/30/2007,,37,23
USW00014732,"LAGUARDIA AIRPORT, NY US",1/31/2007,,34,27
USW00014732,"LAGUARDIA AIRPORT, NY US",2/1/2007,,37,28
USW00014732,"LAGUARDIA AIRPORT, NY US",2/2/2007,,39,34
USW00014732,"LAGUARDIA AIRPORT, NY US",2/3/2007,,38,25
USW00014732,"LAGUARDIA AIRPORT, NY US",2/4/2007,,31,18
USW00014732,"LAGUARDIA AIRPORT, NY US",2/5/2007,,20,10
USW00014732,"LAGUARDIA AIRPORT, NY US",2/6/2007,,26,13
USW00014732,"LAGUARDIA AIRPORT, NY US",2/7/2007,,27,14
USW00014732,"LAGUARDIA AIRPORT, NY US",2/8/2007,,30,17
USW00014732,"LAGUARDIA AIRPORT, NY US",2/9/2007,,33,20
USW00014732,"LAGUARDIA AIRPORT, NY US",2/10/2007,,34,25
USW00014732,"LAGUARDIA AIRPORT, NY US",2/11/2007,,34,21
USW00014732,"LAGUARDIA AIRPORT, NY US",2/12/2007,,41,30
USW00014732,"LAGUARDIA AIRPORT, NY US",2/13/2007,,34,23
USW00014732,"LAGUARDIA AIRPORT, NY US",2/14/2007,,31,19
USW00014732,"LAGUARDIA AIRPORT, NY US",2/15/2007,,25,17
USW00014732,"LAGUARDIA AIRPORT, NY US",2/16/2007,,30,16
USW00014732,"LAGUARDIA AIRPORT, NY US",2/17/2007,,36,22
USW00014732,"LAGUARDIA AIRPORT, NY US",2/18/2007,,35,20
USW00014732,"LAGUARDIA AIRPORT, NY US",2/19/2007,,29,14
USW00014732,"LAGUARDIA AIRPORT, NY US",2/20/2007,,49,29
USW00014732,"LAGUARDIA AIRPORT, NY US",2/21/2007,,49,39
USW00014732,"LAGUARDIA AIRPORT, NY US",2/22/2007,,46,33
USW00014732,"LAGUARDIA AIRPORT, NY US",2/23/2007,,40,23
USW00014732,"LAGUARDIA AIRPORT, NY US",2/24/2007,,43,22
USW00014732,"LAGUARDIA AIRPORT, NY US",2/25/2007,,39,26
USW00014732,"LAGUARDIA AIRPORT, NY US",2/26/2007,,37,31
USW00014732,"LAGUARDIA AIRPORT, NY US",2/27/2007,,43,35
USW00014732,"LAGUARDIA AIRPORT, NY US",2/28/2007,,46,37
USW00014732,"LAGUARDIA AIRPORT, NY US",3/1/2007,,45,33
USW00014732,"LAGUARDIA AIRPORT, NY US",3/2/2007,,61,36
USW00014732,"LAGUARDIA AIRPORT, NY US",3/3/2007,,59,37
USW00014732,"LAGUARDIA AIRPORT, NY US",3/4/2007,,42,35
USW00014732,"LAGUARDIA AIRPORT, NY US",3/5/2007,,42,23
USW00014732,"LAGUARDIA AIRPORT, NY US",3/6/2007,,24,14
USW00014732,"LAGUARDIA AIRPORT, NY US",3/7/2007,,25,14
USW00014732,"LAGUARDIA AIRPORT, NY US",3/8/2007,,35,20
USW00014732,"LAGUARDIA AIRPORT, NY US",3/9/2007,,34,15
USW00014732,"LAGUARDIA AIRPORT, NY US",3/10/2007,,55,30
USW00014732,"LAGUARDIA AIRPORT, NY US",3/11/2007,,50,40
USW00014732,"LAGUARDIA AIRPORT, NY US",3/12/2007,,56,36
USW00014732,"LAGUARDIA AIRPORT, NY US",3/13/2007,,54,44
USW00014732,"LAGUARDIA AIRPORT, NY US",3/14/2007,,66,46
USW00014732,"LAGUARDIA AIRPORT, NY US",3/15/2007,,69,37
USW00014732,"LAGUARDIA AIRPORT, NY US",3/16/2007,,38,28
USW00014732,"LAGUARDIA AIRPORT, NY US",3/17/2007,,42,27
USW00014732,"LAGUARDIA AIRPORT, NY US",3/18/2007,,41,29
USW00014732,"LAGUARDIA AIRPORT, NY US",3/19/2007,,43,33
USW00014732,"LAGUARDIA AIRPORT, NY US",3/20/2007,,50,35
USW00014732,"LAGUARDIA AIRPORT, NY US",3/21/2007,,41,27
USW00014732,"LAGUARDIA AIRPORT, NY US",3/22/2007,,67,41
USW00014732,"LAGUARDIA AIRPORT, NY US",3/23/2007,,62,46
USW00014732,"LAGUARDIA AIRPORT, NY US",3/24/2007,,55,40
USW00014732,"LAGUARDIA AIRPORT, NY US",3/25/2007,,53,38
USW00014732,"LAGUARDIA AIRPORT, NY US",3/26/2007,,55,41
USW00014732,"LAGUARDIA AIRPORT, NY US",3/27/2007,,75,48
USW00014732,"LAGUARDIA AIRPORT, NY US",3/28/2007,,63,47
USW00014732,"LAGUARDIA AIRPORT, NY US",3/29/2007,,56,40
USW00014732,"LAGUARDIA AIRPORT, NY US",3/30/2007,,67,42
USW00014732,"LAGUARDIA AIRPORT, NY US",3/31/2007,,57,44
USW00014732,"LAGUARDIA AIRPORT, NY US",4/1/2007,,51,42
USW00014732,"LAGUARDIA AIRPORT, NY US",4/2/2007,,54,42
USW00014732,"LAGUARDIA AIRPORT, NY US",4/3/2007,,60,43
USW00014732,"LAGUARDIA AIRPORT, NY US",4/4/2007,,45,41
USW00014732,"LAGUARDIA AIRPORT, NY US",4/5/2007,,47,36
USW00014732,"LAGUARDIA AIRPORT, NY US",4/6/2007,,43,34
USW00014732,"LAGUARDIA AIRPORT, NY US",4/7/2007,,43,34
USW00014732,"LAGUARDIA AIRPORT, NY US",4/8/2007,,42,32
USW00014732,"LAGUARDIA AIRPORT, NY US",4/9/2007,,49,35
USW00014732,"LAGUARDIA AIRPORT, NY US",4/10/2007,,50,36
USW00014732,"LAGUARDIA AIRPORT, NY US",4/11/2007,,51,37
USW00014732,"LAGUARDIA AIRPORT, NY US",4/12/2007,,45,41
USW00014732,"LAGUARDIA AIRPORT, NY US",4/13/2007,,50,44
USW00014732,"LAGUARDIA AIRPORT, NY US",4/14/2007,,57,42
USW00014732,"LAGUARDIA AIRPORT, NY US",4/15/2007,,56,42
USW00014732,"LAGUARDIA AIRPORT, NY US",4/16/2007,,54,40
USW00014732,"LAGUARDIA AIRPORT, NY US",4/17/2007,,50,43
USW00014732,"LAGUARDIA AIRPORT, NY US",4/18/2007,,53,43
USW00014732,"LAGUARDIA AIRPORT, NY US",4/19/2007,,63,46
USW00014732,"LAGUARDIA AIRPORT, NY US",4/20/2007,,71,46
USW00014732,"LAGUARDIA AIRPORT, NY US",4/21/2007,,78,48
USW00014732,"LAGUARDIA AIRPORT, NY US",4/22/2007,,76,52
USW00014732,"LAGUARDIA AIRPORT, NY US",4/23/2007,,85,54
USW00014732,"LAGUARDIA AIRPORT, NY US",4/24/2007,,75,59
USW00014732,"LAGUARDIA AIRPORT, NY US",4/25/2007,,63,49
USW00014732,"LAGUARDIA AIRPORT, NY US",4/26/2007,,62,48
USW00014732,"LAGUARDIA AIRPORT, NY US",4/27/2007,,55,48
USW00014732,"LAGUARDIA AIRPORT, NY US",4/28/2007,,72,53
USW00014732,"LAGUARDIA AIRPORT, NY US",4/29/2007,,66,55
USW00014732,"LAGUARDIA AIRPORT, NY US",4/30/2007,,81,55
USW00014732,"LAGUARDIA AIRPORT, NY US",5/1/2007,,71,52
USW00014732,"LAGUARDIA AIRPORT, NY US",5/2/2007,,71,51
USW00014732,"LAGUARDIA AIRPORT, NY US",5/3/2007,,72,53
USW00014732,"LAGUARDIA AIRPORT, NY US",5/4/2007,,71,52
USW00014732,"LAGUARDIA AIRPORT, NY US",5/5/2007,,73,52
USW00014732,"LAGUARDIA AIRPORT, NY US",5/6/2007,,62,48
USW00014732,"LAGUARDIA AIRPORT, NY US",5/7/2007,,65,48
USW00014732,"LAGUARDIA AIRPORT, NY US",5/8/2007,,70,50
USW00014732,"LAGUARDIA AIRPORT, NY US",5/9/2007,,82,58
USW00014732,"LAGUARDIA AIRPORT, NY US",5/10/2007,,79,62
USW00014732,"LAGUARDIA AIRPORT, NY US",5/11/2007,,78,61
USW00014732,"LAGUARDIA AIRPORT, NY US",5/12/2007,,73,55
USW00014732,"LAGUARDIA AIRPORT, NY US",5/13/2007,,68,53
USW00014732,"LAGUARDIA AIRPORT, NY US",5/14/2007,,69,52
USW00014732,"LAGUARDIA AIRPORT, NY US",5/15/2007,,87,59
USW00014732,"LAGUARDIA AIRPORT, NY US",5/16/2007,,89,63
USW00014732,"LAGUARDIA AIRPORT, NY US",5/17/2007,,68,55
USW00014732,"LAGUARDIA AIRPORT, NY US",5/18/2007,,55,49
USW00014732,"LAGUARDIA AIRPORT, NY US",5/19/2007,,57,52
USW00014732,"LAGUARDIA AIRPORT, NY US",5/20/2007,,78,55
USW00014732,"LAGUARDIA AIRPORT, NY US",5/21/2007,,74,56
USW00014732,"LAGUARDIA AIRPORT, NY US",5/22/2007,,73,55
USW00014732,"LAGUARDIA AIRPORT, NY US",5/23/2007,,74,58
USW00014732,"LAGUARDIA AIRPORT, NY US",5/24/2007,,88,61
USW00014732,"LAGUARDIA AIRPORT, NY US",5/25/2007,,95,69
USW00014732,"LAGUARDIA AIRPORT, NY US",5/26/2007,,86,73
USW00014732,"LAGUARDIA AIRPORT, NY US",5/27/2007,,85,68
USW00014732,"LAGUARDIA AIRPORT, NY US",5/28/2007,,87,67
USW00014732,"LAGUARDIA AIRPORT, NY US",5/29/2007,,81,63
USW00014732,"LAGUARDIA AIRPORT, NY US",5/30/2007,,84,62
USW00014732,"LAGUARDIA AIRPORT, NY US",5/31/2007,,90,67
USW00014732,"LAGUARDIA AIRPORT, NY US",6/1/2007,,92,64
USW00014732,"LAGUARDIA AIRPORT, NY US",6/2/2007,,90,73
USW00014732,"LAGUARDIA AIRPORT, NY US",6/3/2007,,81,65
USW00014732,"LAGUARDIA AIRPORT, NY US",6/4/2007,,71,60
USW00014732,"LAGUARDIA AIRPORT, NY US",6/5/2007,,85,68
USW00014732,"LAGUARDIA AIRPORT, NY US",6/6/2007,,72,58
USW00014732,"LAGUARDIA AIRPORT, NY US",6/7/2007,,76,58
USW00014732,"LAGUARDIA AIRPORT, NY US",6/8/2007,,85,66
USW00014732,"LAGUARDIA AIRPORT, NY US",6/9/2007,,81,64
USW00014732,"LAGUARDIA AIRPORT, NY US",6/10/2007,,74,63
USW00014732,"LAGUARDIA AIRPORT, NY US",6/11/2007,,85,66
USW00014732,"LAGUARDIA AIRPORT, NY US",6/12/2007,,84,68
USW00014732,"LAGUARDIA AIRPORT, NY US",6/13/2007,,70,59
USW00014732,"LAGUARDIA AIRPORT, NY US",6/14/2007,,67,58
USW00014732,"LAGUARDIA AIRPORT, NY US",6/15/2007,,73,62
USW00014732,"LAGUARDIA AIRPORT, NY US",6/16/2007,,82,64
USW00014732,"LAGUARDIA AIRPORT, NY US",6/17/2007,,90,69
USW00014732,"LAGUARDIA AIRPORT, NY US",6/18/2007,,85,70
USW00014732,"LAGUARDIA AIRPORT, NY US",6/19/2007,,83,69
USW00014732,"LAGUARDIA AIRPORT, NY US",6/20/2007,,80,70
USW00014732,"LAGUARDIA AIRPORT, NY US",6/21/2007,,85,65
USW00014732,"LAGUARDIA AIRPORT, NY US",6/22/2007,,77,65
USW00014732,"LAGUARDIA AIRPORT, NY US",6/23/2007,,77,61
USW00014732,"LAGUARDIA AIRPORT, NY US",6/24/2007,,84,63
USW00014732,"LAGUARDIA AIRPORT, NY US",6/25/2007,,84,71
USW00014732,"LAGUARDIA AIRPORT, NY US",6/26/2007,,94,73
USW00014732,"LAGUARDIA AIRPORT, NY US",6/27/2007,,95,73
USW00014732,"LAGUARDIA AIRPORT, NY US",6/28/2007,,94,73
USW00014732,"LAGUARDIA AIRPORT, NY US",6/29/2007,,79,70
USW00014732,"LAGUARDIA AIRPORT, NY US",6/30/2007,,84,68
USW00014732,"LAGUARDIA AIRPORT, NY US",7/1/2007,,75,64
USW00014732,"LAGUARDIA AIRPORT, NY US",7/2/2007,,76,60
USW00014732,"LAGUARDIA AIRPORT, NY US",7/3/2007,,82,65
USW00014732,"LAGUARDIA AIRPORT, NY US",7/4/2007,,73,68
USW00014732,"LAGUARDIA AIRPORT, NY US",7/5/2007,,82,69
USW00014732,"LAGUARDIA AIRPORT, NY US",7/6/2007,,87,70
USW00014732,"LAGUARDIA AIRPORT, NY US",7/7/2007,,88,72
USW00014732,"LAGUARDIA AIRPORT, NY US",7/8/2007,,93,76
USW00014732,"LAGUARDIA AIRPORT, NY US",7/9/2007,,96,71
USW00014732,"LAGUARDIA AIRPORT, NY US",7/10/2007,,93,75
USW00014732,"LAGUARDIA AIRPORT, NY US",7/11/2007,,88,74
USW00014732,"LAGUARDIA AIRPORT, NY US",7/12/2007,,84,69
USW00014732,"LAGUARDIA AIRPORT, NY US",7/13/2007,,85,75
USW00014732,"LAGUARDIA AIRPORT, NY US",7/14/2007,,86,70
USW00014732,"LAGUARDIA AIRPORT, NY US",7/15/2007,,91,75
USW00014732,"LAGUARDIA AIRPORT, NY US",7/16/2007,,83,72
USW00014732,"LAGUARDIA AIRPORT, NY US",7/17/2007,,88,71
USW00014732,"LAGUARDIA AIRPORT, NY US",7/18/2007,,79,71
USW00014732,"LAGUARDIA AIRPORT, NY US",7/19/2007,,92,71
USW00014732,"LAGUARDIA AIRPORT, NY US",7/20/2007,,81,69
USW00014732,"LAGUARDIA AIRPORT, NY US",7/21/2007,,84,67
USW00014732,"LAGUARDIA AIRPORT, NY US",7/22/2007,,84,70
USW00014732,"LAGUARDIA AIRPORT, NY US",7/23/2007,,76,65
USW00014732,"LAGUARDIA AIRPORT, NY US",7/24/2007,,83,63
USW00014732,"LAGUARDIA AIRPORT, NY US",7/25/2007,,85,71
USW00014732,"LAGUARDIA AIRPORT, NY US",7/26/2007,,86,73
USW00014732,"LAGUARDIA AIRPORT, NY US",7/27/2007,,88,75
USW00014732,"LAGUARDIA AIRPORT, NY US",7/28/2007,,88,74
USW00014732,"LAGUARDIA AIRPORT, NY US",7/29/2007,,80,74
USW00014732,"LAGUARDIA AIRPORT, NY US",7/30/2007,,88,72
USW00014732,"LAGUARDIA AIRPORT, NY US",7/31/2007,,90,74
USW00014732,"LAGUARDIA AIRPORT, NY US",8/1/2007,,93,75
USW00014732,"LAGUARDIA AIRPORT, NY US",8/2/2007,,98,76
USW00014732,"LAGUARDIA AIRPORT, NY US",8/3/2007,,93,73
USW00014732,"LAGUARDIA AIRPORT, NY US",8/4/2007,,92,75
USW00014732,"LAGUARDIA AIRPORT, NY US",8/5/2007,,84,72
USW00014732,"LAGUARDIA AIRPORT, NY US",8/6/2007,,86,75
USW00014732,"LAGUARDIA AIRPORT, NY US",8/7/2007,,90,78
USW00014732,"LAGUARDIA AIRPORT, NY US",8/8/2007,,95,75
USW00014732,"LAGUARDIA AIRPORT, NY US",8/9/2007,,85,74
USW00014732,"LAGUARDIA AIRPORT, NY US",8/10/2007,,75,59
USW00014732,"LAGUARDIA AIRPORT, NY US",8/11/2007,,83,60
USW00014732,"LAGUARDIA AIRPORT, NY US",8/12/2007,,88,73
USW00014732,"LAGUARDIA AIRPORT, NY US",8/13/2007,,88,75
USW00014732,"LAGUARDIA AIRPORT, NY US",8/14/2007,,83,71
USW00014732,"LAGUARDIA AIRPORT, NY US",8/15/2007,,89,72
USW00014732,"LAGUARDIA AIRPORT, NY US",8/16/2007,,87,77
USW00014732,"LAGUARDIA AIRPORT, NY US",8/17/2007,,87,66
USW00014732,"LAGUARDIA AIRPORT, NY US",8/18/2007,,76,62
USW00014732,"LAGUARDIA AIRPORT, NY US",8/19/2007,,73,62
USW00014732,"LAGUARDIA AIRPORT, NY US",8/20/2007,,73,61
USW00014732,"LAGUARDIA AIRPORT, NY US",8/21/2007,,62,58
USW00014732,"LAGUARDIA AIRPORT, NY US",8/22/2007,,69,58
USW00014732,"LAGUARDIA AIRPORT, NY US",8/23/2007,,79,63
USW00014732,"LAGUARDIA AIRPORT, NY US",8/24/2007,,86,67
USW00014732,"LAGUARDIA AIRPORT, NY US",8/25/2007,,91,75
USW00014732,"LAGUARDIA AIRPORT, NY US",8/26/2007,,85,75
USW00014732,"LAGUARDIA AIRPORT, NY US",8/27/2007,,83,71
USW00014732,"LAGUARDIA AIRPORT, NY US",8/28/2007,,84,72
USW00014732,"LAGUARDIA AIRPORT, NY US",8/29/2007,,86,72
USW00014732,"LAGUARDIA AIRPORT, NY US",8/30/2007,,88,73
USW00014732,"LAGUARDIA AIRPORT, NY US",8/31/2007,,81,72
USW00014732,"LAGUARDIA AIRPORT, NY US",9/1/2007,,79,66
USW00014732,"LAGUARDIA AIRPORT, NY US",9/2/2007,,80,63
USW00014732,"LAGUARDIA AIRPORT, NY US",9/3/2007,,86,67
USW00014732,"LAGUARDIA AIRPORT, NY US",9/4/2007,,85,73
USW00014732,"LAGUARDIA AIRPORT, NY US",9/5/2007,,79,69
USW00014732,"LAGUARDIA AIRPORT, NY US",9/6/2007,,83,70
USW00014732,"LAGUARDIA AIRPORT, NY US",9/7/2007,,88,72
USW00014732,"LAGUARDIA AIRPORT, NY US",9/8/2007,,90,74
USW00014732,"LAGUARDIA AIRPORT, NY US",9/9/2007,,86,74
USW00014732,"LAGUARDIA AIRPORT, NY US",9/10/2007,,78,73
USW00014732,"LAGUARDIA AIRPORT, NY US",9/11/2007,,77,72
USW00014732,"LAGUARDIA AIRPORT, NY US",9/12/2007,,77,66
USW00014732,"LAGUARDIA AIRPORT, NY US",9/13/2007,,76,65
USW00014732,"LAGUARDIA AIRPORT, NY US",9/14/2007,,77,67
USW00014732,"LAGUARDIA AIRPORT, NY US",9/15/2007,,71,58
USW00014732,"LAGUARDIA AIRPORT, NY US",9/16/2007,,69,55
USW00014732,"LAGUARDIA AIRPORT, NY US",9/17/2007,,70,56
USW00014732,"LAGUARDIA AIRPORT, NY US",9/18/2007,,72,57
USW00014732,"LAGUARDIA AIRPORT, NY US",9/19/2007,,76,59
USW00014732,"LAGUARDIA AIRPORT, NY US",9/20/2007,,83,64
USW00014732,"LAGUARDIA AIRPORT, NY US",9/21/2007,,84,68
USW00014732,"LAGUARDIA AIRPORT, NY US",9/22/2007,,76,68
USW00014732,"LAGUARDIA AIRPORT, NY US",9/23/2007,,82,67
USW00014732,"LAGUARDIA AIRPORT, NY US",9/24/2007,,81,65
USW00014732,"LAGUARDIA AIRPORT, NY US",9/25/2007,,89,66
USW00014732,"LAGUARDIA AIRPORT, NY US",9/26/2007,,90,72
USW00014732,"LAGUARDIA AIRPORT, NY US",9/27/2007,,84,73
USW00014732,"LAGUARDIA AIRPORT, NY US",9/28/2007,,77,64
USW00014732,"LAGUARDIA AIRPORT, NY US",9/29/2007,,76,62
USW00014732,"LAGUARDIA AIRPORT, NY US",9/30/2007,,73,61
USW00014732,"LAGUARDIA AIRPORT, NY US",10/1/2007,,71,62
USW00014732,"LAGUARDIA AIRPORT, NY US",10/2/2007,,75,60
USW00014732,"LAGUARDIA AIRPORT, NY US",10/3/2007,,80,66
USW00014732,"LAGUARDIA AIRPORT, NY US",10/4/2007,,85,69
USW00014732,"LAGUARDIA AIRPORT, NY US",10/5/2007,,83,67
USW00014732,"LAGUARDIA AIRPORT, NY US",10/6/2007,,85,68
USW00014732,"LAGUARDIA AIRPORT, NY US",10/7/2007,,82,67
USW00014732,"LAGUARDIA AIRPORT, NY US",10/8/2007,,89,67
USW00014732,"LAGUARDIA AIRPORT, NY US",10/9/2007,,83,61
USW00014732,"LAGUARDIA AIRPORT, NY US",10/10/2007,,73,62
USW00014732,"LAGUARDIA AIRPORT, NY US",10/11/2007,,69,59
USW00014732,"LAGUARDIA AIRPORT, NY US",10/12/2007,,62,51
USW00014732,"LAGUARDIA AIRPORT, NY US",10/13/2007,,63,49
USW00014732,"LAGUARDIA AIRPORT, NY US",10/14/2007,,65,52
USW00014732,"LAGUARDIA AIRPORT, NY US",10/15/2007,,69,53
USW00014732,"LAGUARDIA AIRPORT, NY US",10/16/2007,,71,58
USW00014732,"LAGUARDIA AIRPORT, NY US",10/17/2007,,73,60
USW00014732,"LAGUARDIA AIRPORT, NY US",10/18/2007,,79,64
USW00014732,"LAGUARDIA AIRPORT, NY US",10/19/2007,,74,66
USW00014732,"LAGUARDIA AIRPORT, NY US",10/20/2007,,72,64
USW00014732,"LAGUARDIA AIRPORT, NY US",10/21/2007,,76,59
USW00014732,"LAGUARDIA AIRPORT, NY US",10/22/2007,,77,62
USW00014732,"LAGUARDIA AIRPORT, NY US",10/23/2007,,81,67
USW00014732,"LAGUARDIA AIRPORT, NY US",10/24/2007,,70,54
USW00014732,"LAGUARDIA AIRPORT, NY US",10/25/2007,,61,52
USW00014732,"LAGUARDIA AIRPORT, NY US",10/26/2007,,60,53
USW00014732,"LAGUARDIA AIRPORT, NY US",10/27/2007,,70,59
USW00014732,"LAGUARDIA AIRPORT, NY US",10/28/2007,,59,46
USW00014732,"LAGUARDIA AIRPORT, NY US",10/29/2007,,54,43
USW00014732,"LAGUARDIA AIRPORT, NY US",10/30/2007,,64,49
USW00014732,"LAGUARDIA AIRPORT, NY US",10/31/2007,,64,51
USW00014732,"LAGUARDIA AIRPORT, NY US",11/1/2007,,67,52
USW00014732,"LAGUARDIA AIRPORT, NY US",11/2/2007,,56,46
USW00014732,"LAGUARDIA AIRPORT, NY US",11/3/2007,,53,47
USW00014732,"LAGUARDIA AIRPORT, NY US",11/4/2007,,56,49
USW00014732,"LAGUARDIA AIRPORT, NY US",11/5/2007,,58,48
USW00014732,"LAGUARDIA AIRPORT, NY US",11/6/2007,,58,45
USW00014732,"LAGUARDIA AIRPORT, NY US",11/7/2007,,50,42
USW00014732,"LAGUARDIA AIRPORT, NY US",11/8/2007,,48,38
USW00014732,"LAGUARDIA AIRPORT, NY US",11/9/2007,,48,40
USW00014732,"LAGUARDIA AIRPORT, NY US",11/10/2007,,47,39
USW00014732,"LAGUARDIA AIRPORT, NY US",11/11/2007,,48,34
USW00014732,"LAGUARDIA AIRPORT, NY US",11/12/2007,,52,40
USW00014732,"LAGUARDIA AIRPORT, NY US",11/13/2007,,61,49
USW00014732,"LAGUARDIA AIRPORT, NY US",11/14/2007,,61,44
USW00014732,"LAGUARDIA AIRPORT, NY US",11/15/2007,,62,45
USW00014732,"LAGUARDIA AIRPORT, NY US",11/16/2007,,48,39
USW00014732,"LAGUARDIA AIRPORT, NY US",11/17/2007,,47,38
USW00014732,"LAGUARDIA AIRPORT, NY US",11/18/2007,,47,41
USW00014732,"LAGUARDIA AIRPORT, NY US",11/19/2007,,46,39
USW00014732,"LAGUARDIA AIRPORT, NY US",11/20/2007,,50,40
USW00014732,"LAGUARDIA AIRPORT, NY US",11/21/2007,,58,44
USW00014732,"LAGUARDIA AIRPORT, NY US",11/22/2007,,66,42
USW00014732,"LAGUARDIA AIRPORT, NY US",11/23/2007,,42,32
USW00014732,"LAGUARDIA AIRPORT, NY US",11/24/2007,,40,28
USW00014732,"LAGUARDIA AIRPORT, NY US",11/25/2007,,50,37
USW00014732,"LAGUARDIA AIRPORT, NY US",11/26/2007,,63,41
USW00014732,"LAGUARDIA AIRPORT, NY US",11/27/2007,,65,46
USW00014732,"LAGUARDIA AIRPORT, NY US",11/28/2007,,47,37
USW00014732,"LAGUARDIA AIRPORT, NY US",11/29/2007,,52,42
USW00014732,"LAGUARDIA AIRPORT, NY US",11/30/2007,,43,37
USW00014732,"LAGUARDIA AIRPORT, NY US",12/1/2007,,42,26
USW00014732,"LAGUARDIA AIRPORT, NY US",12/2/2007,,38,21
USW00014732,"LAGUARDIA AIRPORT, NY US",12/3/2007,,49,34
USW00014732,"LAGUARDIA AIRPORT, NY US",12/4/2007,,35,30
USW00014732,"LAGUARDIA AIRPORT, NY US",12/5/2007,,34,29
USW00014732,"LAGUARDIA AIRPORT, NY US",12/6/2007,,37,23
USW00014732,"LAGUARDIA AIRPORT, NY US",12/7/2007,,36,29
USW00014732,"LAGUARDIA AIRPORT, NY US",12/8/2007,,45,35
USW00014732,"LAGUARDIA AIRPORT, NY US",12/9/2007,,41,36
USW00014732,"LAGUARDIA AIRPORT, NY US",12/10/2007,,43,37
USW00014732,"LAGUARDIA AIRPORT, NY US",12/11/2007,,46,36
USW00014732,"LAGUARDIA AIRPORT, NY US",12/12/2007,,54,37
USW00014732,"LAGUARDIA AIRPORT, NY US",12/13/2007,,38,30
USW00014732,"LAGUARDIA AIRPORT, NY US",12/14/2007,,45,32
USW00014732,"LAGUARDIA AIRPORT, NY US",12/15/2007,,38,30
USW00014732,"LAGUARDIA AIRPORT, NY US",12/16/2007,,40,31
USW00014732,"LAGUARDIA AIRPORT, NY US",12/17/2007,,35,27
USW00014732,"LAGUARDIA AIRPORT, NY US",12/18/2007,,38,31
USW00014732,"LAGUARDIA AIRPORT, NY US",12/19/2007,,47,35
USW00014732,"LAGUARDIA AIRPORT, NY US",12/20/2007,,45,38
USW00014732,"LAGUARDIA AIRPORT, NY US",12/21/2007,,42,36
USW00014732,"LAGUARDIA AIRPORT, NY US",12/22/2007,,42,36
USW00014732,"LAGUARDIA AIRPORT, NY US",12/23/2007,,62,41
USW00014732,"LAGUARDIA AIRPORT, NY US",12/24/2007,,52,39
USW00014732,"LAGUARDIA AIRPORT, NY US",12/25/2007,,44,38
USW00014732,"LAGUARDIA AIRPORT, NY US",12/26/2007,,41,34
USW00014732,"LAGUARDIA AIRPORT, NY US",12/27/2007,,46,37
USW00014732,"LAGUARDIA AIRPORT, NY US",12/28/2007,,50,43
USW00014732,"LAGUARDIA AIRPORT, NY US",12/29/2007,,53,43
USW00014732,"LAGUARDIA AIRPORT, NY US",12/30/2007,,44,37
USW00014732,"LAGUARDIA AIRPORT, NY US",12/31/2007,,46,36
USW00014732,"LAGUARDIA AIRPORT, NY US",1/1/2008,,49,35
USW00014732,"LAGUARDIA AIRPORT, NY US",1/2/2008,,39,19
