"Notes"	"Year"	"Year Code"	"Month"	"Month Code"	"LMP Gestational Age Weekly"	"LMP Gestational Age Weekly Code"	Births
	"2009"	"2009"	"August"	"8"	"18 weeks"	"18"	Suppressed
	"2009"	"2009"	"August"	"8"	"19 weeks"	"19"	Suppressed
	"2009"	"2009"	"August"	"8"	"20 weeks"	"20"	Suppressed
	"2009"	"2009"	"August"	"8"	"21 weeks"	"21"	Suppressed
	"2009"	"2009"	"August"	"8"	"22 weeks"	"22"	Suppressed
	"2009"	"2009"	"August"	"8"	"23 weeks"	"23"	Suppressed
	"2009"	"2009"	"August"	"8"	"24 weeks"	"24"	18
	"2009"	"2009"	"August"	"8"	"25 weeks"	"25"	23
	"2009"	"2009"	"August"	"8"	"26 weeks"	"26"	22
	"2009"	"2009"	"August"	"8"	"27 weeks"	"27"	21
	"2009"	"2009"	"August"	"8"	"28 weeks"	"28"	34
	"2009"	"2009"	"August"	"8"	"29 weeks"	"29"	39
	"2009"	"2009"	"August"	"8"	"30 weeks"	"30"	53
	"2009"	"2009"	"August"	"8"	"31 weeks"	"31"	69
	"2009"	"2009"	"August"	"8"	"32 weeks"	"32"	119
	"2009"	"2009"	"August"	"8"	"33 weeks"	"33"	146
	"2009"	"2009"	"August"	"8"	"34 weeks"	"34"	289
	"2009"	"2009"	"August"	"8"	"35 weeks"	"35"	496
	"2009"	"2009"	"August"	"8"	"36 weeks"	"36"	821
	"2009"	"2009"	"August"	"8"	"37 weeks"	"37"	1579
	"2009"	"2009"	"August"	"8"	"38 weeks"	"38"	3329
	"2009"	"2009"	"August"	"8"	"39 weeks"	"39"	5471
	"2009"	"2009"	"August"	"8"	"40 weeks"	"40"	4645
	"2009"	"2009"	"August"	"8"	"41 weeks"	"41"	2022
	"2009"	"2009"	"August"	"8"	"42 weeks"	"42"	579
	"2009"	"2009"	"August"	"8"	"43 weeks"	"43"	343
	"2009"	"2009"	"August"	"8"	"44 weeks"	"44"	162
	"2009"	"2009"	"August"	"8"	"45 weeks"	"45"	62
	"2009"	"2009"	"August"	"8"	"46 weeks"	"46"	36
	"2009"	"2009"	"August"	"8"	"47 weeks"	"47"	23
	"2009"	"2009"	"August"	"8"	"Unknown or Not Stated"	"99"	22
"Total"	"2009"	"2009"	"August"	"8"			20449
	"2009"	"2009"	"September"	"9"	"17 weeks"	"17"	Suppressed
	"2009"	"2009"	"September"	"9"	"18 weeks"	"18"	Suppressed
	"2009"	"2009"	"September"	"9"	"19 weeks"	"19"	Suppressed
	"2009"	"2009"	"September"	"9"	"20 weeks"	"20"	Suppressed
	"2009"	"2009"	"September"	"9"	"21 weeks"	"21"	Suppressed
	"2009"	"2009"	"September"	"9"	"22 weeks"	"22"	Suppressed
	"2009"	"2009"	"September"	"9"	"23 weeks"	"23"	12
	"2009"	"2009"	"September"	"9"	"24 weeks"	"24"	13
	"2009"	"2009"	"September"	"9"	"25 weeks"	"25"	Suppressed
	"2009"	"2009"	"September"	"9"	"26 weeks"	"26"	17
	"2009"	"2009"	"September"	"9"	"27 weeks"	"27"	26
	"2009"	"2009"	"September"	"9"	"28 weeks"	"28"	25
	"2009"	"2009"	"September"	"9"	"29 weeks"	"29"	24
	"2009"	"2009"	"September"	"9"	"30 weeks"	"30"	54
	"2009"	"2009"	"September"	"9"	"31 weeks"	"31"	60
	"2009"	"2009"	"September"	"9"	"32 weeks"	"32"	108
	"2009"	"2009"	"September"	"9"	"33 weeks"	"33"	159
	"2009"	"2009"	"September"	"9"	"34 weeks"	"34"	254
	"2009"	"2009"	"September"	"9"	"35 weeks"	"35"	394
	"2009"	"2009"	"September"	"9"	"36 weeks"	"36"	721
	"2009"	"2009"	"September"	"9"	"37 weeks"	"37"	1549
	"2009"	"2009"	"September"	"9"	"38 weeks"	"38"	3326
	"2009"	"2009"	"September"	"9"	"39 weeks"	"39"	5669
	"2009"	"2009"	"September"	"9"	"40 weeks"	"40"	4628
	"2009"	"2009"	"September"	"9"	"41 weeks"	"41"	2144
	"2009"	"2009"	"September"	"9"	"42 weeks"	"42"	604
	"2009"	"2009"	"September"	"9"	"43 weeks"	"43"	315
	"2009"	"2009"	"September"	"9"	"44 weeks"	"44"	147
	"2009"	"2009"	"September"	"9"	"45 weeks"	"45"	70
	"2009"	"2009"	"September"	"9"	"46 weeks"	"46"	31
	"2009"	"2009"	"September"	"9"	"47 weeks"	"47"	27
	"2009"	"2009"	"September"	"9"	"Unknown or Not Stated"	"99"	26
"Total"	"2009"	"2009"	"September"	"9"			20427
	"2009"	"2009"	"October"	"10"	"17 weeks"	"17"	Suppressed
	"2009"	"2009"	"October"	"10"	"18 weeks"	"18"	Suppressed
	"2009"	"2009"	"October"	"10"	"19 weeks"	"19"	Suppressed
	"2009"	"2009"	"October"	"10"	"20 weeks"	"20"	Suppressed
	"2009"	"2009"	"October"	"10"	"21 weeks"	"21"	10
	"2009"	"2009"	"October"	"10"	"22 weeks"	"22"	Suppressed
	"2009"	"2009"	"October"	"10"	"23 weeks"	"23"	10
	"2009"	"2009"	"October"	"10"	"24 weeks"	"24"	13
	"2009"	"2009"	"October"	"10"	"25 weeks"	"25"	12
	"2009"	"2009"	"October"	"10"	"26 weeks"	"26"	26
	"2009"	"2009"	"October"	"10"	"27 weeks"	"27"	20
	"2009"	"2009"	"October"	"10"	"28 weeks"	"28"	26
	"2009"	"2009"	"October"	"10"	"29 weeks"	"29"	35
	"2009"	"2009"	"October"	"10"	"30 weeks"	"30"	45
	"2009"	"2009"	"October"	"10"	"31 weeks"	"31"	64
	"2009"	"2009"	"October"	"10"	"32 weeks"	"32"	109
	"2009"	"2009"	"October"	"10"	"33 weeks"	"33"	152
	"2009"	"2009"	"October"	"10"	"34 weeks"	"34"	262
	"2009"	"2009"	"October"	"10"	"35 weeks"	"35"	439
	"2009"	"2009"	"October"	"10"	"36 weeks"	"36"	743
	"2009"	"2009"	"October"	"10"	"37 weeks"	"37"	1576
	"2009"	"2009"	"October"	"10"	"38 weeks"	"38"	3216
	"2009"	"2009"	"October"	"10"	"39 weeks"	"39"	5577
	"2009"	"2009"	"October"	"10"	"40 weeks"	"40"	4355
	"2009"	"2009"	"October"	"10"	"41 weeks"	"41"	2074
	"2009"	"2009"	"October"	"10"	"42 weeks"	"42"	576
	"2009"	"2009"	"October"	"10"	"43 weeks"	"43"	269
	"2009"	"2009"	"October"	"10"	"44 weeks"	"44"	119
	"2009"	"2009"	"October"	"10"	"45 weeks"	"45"	63
	"2009"	"2009"	"October"	"10"	"46 weeks"	"46"	29
	"2009"	"2009"	"October"	"10"	"47 weeks"	"47"	23
	"2009"	"2009"	"October"	"10"	"Unknown or Not Stated"	"99"	14
"Total"	"2009"	"2009"	"October"	"10"			19878
	"2009"	"2009"	"November"	"11"	"17 weeks"	"17"	Suppressed
	"2009"	"2009"	"November"	"11"	"18 weeks"	"18"	Suppressed
	"2009"	"2009"	"November"	"11"	"19 weeks"	"19"	Suppressed
	"2009"	"2009"	"November"	"11"	"20 weeks"	"20"	Suppressed
	"2009"	"2009"	"November"	"11"	"21 weeks"	"21"	Suppressed
	"2009"	"2009"	"November"	"11"	"22 weeks"	"22"	Suppressed
	"2009"	"2009"	"November"	"11"	"23 weeks"	"23"	Suppressed
	"2009"	"2009"	"November"	"11"	"24 weeks"	"24"	14
	"2009"	"2009"	"November"	"11"	"25 weeks"	"25"	24
	"2009"	"2009"	"November"	"11"	"26 weeks"	"26"	20
	"2009"	"2009"	"November"	"11"	"27 weeks"	"27"	25
	"2009"	"2009"	"November"	"11"	"28 weeks"	"28"	24
	"2009"	"2009"	"November"	"11"	"29 weeks"	"29"	39
	"2009"	"2009"	"November"	"11"	"30 weeks"	"30"	42
	"2009"	"2009"	"November"	"11"	"31 weeks"	"31"	62
	"2009"	"2009"	"November"	"11"	"32 weeks"	"32"	83
	"2009"	"2009"	"November"	"11"	"33 weeks"	"33"	130
	"2009"	"2009"	"November"	"11"	"34 weeks"	"34"	210
	"2009"	"2009"	"November"	"11"	"35 weeks"	"35"	405
	"2009"	"2009"	"November"	"11"	"36 weeks"	"36"	741
	"2009"	"2009"	"November"	"11"	"37 weeks"	"37"	1445
	"2009"	"2009"	"November"	"11"	"38 weeks"	"38"	3107
	"2009"	"2009"	"November"	"11"	"39 weeks"	"39"	5118
	"2009"	"2009"	"November"	"11"	"40 weeks"	"40"	4027
	"2009"	"2009"	"November"	"11"	"41 weeks"	"41"	1812
	"2009"	"2009"	"November"	"11"	"42 weeks"	"42"	536
	"2009"	"2009"	"November"	"11"	"43 weeks"	"43"	265
	"2009"	"2009"	"November"	"11"	"44 weeks"	"44"	126
	"2009"	"2009"	"November"	"11"	"45 weeks"	"45"	59
	"2009"	"2009"	"November"	"11"	"46 weeks"	"46"	25
	"2009"	"2009"	"November"	"11"	"47 weeks"	"47"	18
	"2009"	"2009"	"November"	"11"	"Unknown or Not Stated"	"99"	21
"Total"	"2009"	"2009"	"November"	"11"			18404
	"2009"	"2009"	"December"	"12"	"17 weeks"	"17"	Suppressed
	"2009"	"2009"	"December"	"12"	"18 weeks"	"18"	Suppressed
	"2009"	"2009"	"December"	"12"	"19 weeks"	"19"	Suppressed
	"2009"	"2009"	"December"	"12"	"20 weeks"	"20"	Suppressed
	"2009"	"2009"	"December"	"12"	"21 weeks"	"21"	Suppressed
	"2009"	"2009"	"December"	"12"	"22 weeks"	"22"	Suppressed
	"2009"	"2009"	"December"	"12"	"23 weeks"	"23"	15
	"2009"	"2009"	"December"	"12"	"24 weeks"	"24"	15
	"2009"	"2009"	"December"	"12"	"25 weeks"	"25"	21
	"2009"	"2009"	"December"	"12"	"26 weeks"	"26"	19
	"2009"	"2009"	"December"	"12"	"27 weeks"	"27"	28
	"2009"	"2009"	"December"	"12"	"28 weeks"	"28"	40
	"2009"	"2009"	"December"	"12"	"29 weeks"	"29"	28
	"2009"	"2009"	"December"	"12"	"30 weeks"	"30"	60
	"2009"	"2009"	"December"	"12"	"31 weeks"	"31"	73
	"2009"	"2009"	"December"	"12"	"32 weeks"	"32"	95
	"2009"	"2009"	"December"	"12"	"33 weeks"	"33"	134
	"2009"	"2009"	"December"	"12"	"34 weeks"	"34"	263
	"2009"	"2009"	"December"	"12"	"35 weeks"	"35"	453
	"2009"	"2009"	"December"	"12"	"36 weeks"	"36"	718
	"2009"	"2009"	"December"	"12"	"37 weeks"	"37"	1495
	"2009"	"2009"	"December"	"12"	"38 weeks"	"38"	3127
	"2009"	"2009"	"December"	"12"	"39 weeks"	"39"	5285
	"2009"	"2009"	"December"	"12"	"40 weeks"	"40"	4467
	"2009"	"2009"	"December"	"12"	"41 weeks"	"41"	1978
	"2009"	"2009"	"December"	"12"	"42 weeks"	"42"	598
	"2009"	"2009"	"December"	"12"	"43 weeks"	"43"	278
	"2009"	"2009"	"December"	"12"	"44 weeks"	"44"	131
	"2009"	"2009"	"December"	"12"	"45 weeks"	"45"	49
	"2009"	"2009"	"December"	"12"	"46 weeks"	"46"	30
	"2009"	"2009"	"December"	"12"	"47 weeks"	"47"	19
	"2009"	"2009"	"December"	"12"	"Unknown or Not Stated"	"99"	16
"Total"	"2009"	"2009"	"December"	"12"			19457
"Total"	"2009"	"2009"					238063
	"2010"	"2010"	"January"	"1"	"17 weeks"	"17"	Suppressed
	"2010"	"2010"	"January"	"1"	"18 weeks"	"18"	Suppressed
	"2010"	"2010"	"January"	"1"	"19 weeks"	"19"	Suppressed
	"2010"	"2010"	"January"	"1"	"20 weeks"	"20"	Suppressed
	"2010"	"2010"	"January"	"1"	"21 weeks"	"21"	Suppressed
	"2010"	"2010"	"January"	"1"	"22 weeks"	"22"	Suppressed
	"2010"	"2010"	"January"	"1"	"23 weeks"	"23"	15
	"2010"	"2010"	"January"	"1"	"24 weeks"	"24"	14
	"2010"	"2010"	"January"	"1"	"25 weeks"	"25"	18
	"2010"	"2010"	"January"	"1"	"26 weeks"	"26"	18
	"2010"	"2010"	"January"	"1"	"27 weeks"	"27"	27
	"2010"	"2010"	"January"	"1"	"28 weeks"	"28"	32
	"2010"	"2010"	"January"	"1"	"29 weeks"	"29"	43
	"2010"	"2010"	"January"	"1"	"30 weeks"	"30"	53
	"2010"	"2010"	"January"	"1"	"31 weeks"	"31"	104
	"2010"	"2010"	"January"	"1"	"32 weeks"	"32"	102
	"2010"	"2010"	"January"	"1"	"33 weeks"	"33"	184
	"2010"	"2010"	"January"	"1"	"34 weeks"	"34"	255
	"2010"	"2010"	"January"	"1"	"35 weeks"	"35"	392
	"2010"	"2010"	"January"	"1"	"36 weeks"	"36"	727
	"2010"	"2010"	"January"	"1"	"37 weeks"	"37"	1528
	"2010"	"2010"	"January"	"1"	"38 weeks"	"38"	3116
	"2010"	"2010"	"January"	"1"	"39 weeks"	"39"	4942
	"2010"	"2010"	"January"	"1"	"40 weeks"	"40"	4140
	"2010"	"2010"	"January"	"1"	"41 weeks"	"41"	1835
	"2010"	"2010"	"January"	"1"	"42 weeks"	"42"	613
	"2010"	"2010"	"January"	"1"	"43 weeks"	"43"	269
	"2010"	"2010"	"January"	"1"	"44 weeks"	"44"	154
	"2010"	"2010"	"January"	"1"	"45 weeks"	"45"	82
	"2010"	"2010"	"January"	"1"	"46 weeks"	"46"	33
	"2010"	"2010"	"January"	"1"	"47 weeks"	"47"	22
	"2010"	"2010"	"January"	"1"	"Unknown or Not Stated"	"99"	16
"Total"	"2010"	"2010"	"January"	"1"			18757
	"2010"	"2010"	"February"	"2"	"17 weeks"	"17"	Suppressed
	"2010"	"2010"	"February"	"2"	"18 weeks"	"18"	Suppressed
	"2010"	"2010"	"February"	"2"	"19 weeks"	"19"	Suppressed
	"2010"	"2010"	"February"	"2"	"20 weeks"	"20"	Suppressed
	"2010"	"2010"	"February"	"2"	"21 weeks"	"21"	Suppressed
	"2010"	"2010"	"February"	"2"	"22 weeks"	"22"	Suppressed
	"2010"	"2010"	"February"	"2"	"23 weeks"	"23"	11
	"2010"	"2010"	"February"	"2"	"24 weeks"	"24"	11
	"2010"	"2010"	"February"	"2"	"25 weeks"	"25"	21
	"2010"	"2010"	"February"	"2"	"26 weeks"	"26"	14
	"2010"	"2010"	"February"	"2"	"27 weeks"	"27"	13
	"2010"	"2010"	"February"	"2"	"28 weeks"	"28"	35
	"2010"	"2010"	"February"	"2"	"29 weeks"	"29"	31
	"2010"	"2010"	"February"	"2"	"30 weeks"	"30"	46
	"2010"	"2010"	"February"	"2"	"31 weeks"	"31"	77
	"2010"	"2010"	"February"	"2"	"32 weeks"	"32"	99
	"2010"	"2010"	"February"	"2"	"33 weeks"	"33"	142
	"2010"	"2010"	"February"	"2"	"34 weeks"	"34"	234
	"2010"	"2010"	"February"	"2"	"35 weeks"	"35"	343
	"2010"	"2010"	"February"	"2"	"36 weeks"	"36"	700
	"2010"	"2010"	"February"	"2"	"37 weeks"	"37"	1370
	"2010"	"2010"	"February"	"2"	"38 weeks"	"38"	2856
	"2010"	"2010"	"February"	"2"	"39 weeks"	"39"	4767
	"2010"	"2010"	"February"	"2"	"40 weeks"	"40"	3819
	"2010"	"2010"	"February"	"2"	"41 weeks"	"41"	1778
	"2010"	"2010"	"February"	"2"	"42 weeks"	"42"	554
	"2010"	"2010"	"February"	"2"	"43 weeks"	"43"	257
	"2010"	"2010"	"February"	"2"	"44 weeks"	"44"	104
	"2010"	"2010"	"February"	"2"	"45 weeks"	"45"	69
	"2010"	"2010"	"February"	"2"	"46 weeks"	"46"	36
	"2010"	"2010"	"February"	"2"	"47 weeks"	"47"	29
	"2010"	"2010"	"February"	"2"	"Unknown or Not Stated"	"99"	21
"Total"	"2010"	"2010"	"February"	"2"			17451
	"2010"	"2010"	"March"	"3"	"17 weeks"	"17"	Suppressed
	"2010"	"2010"	"March"	"3"	"18 weeks"	"18"	Suppressed
	"2010"	"2010"	"March"	"3"	"19 weeks"	"19"	Suppressed
	"2010"	"2010"	"March"	"3"	"20 weeks"	"20"	Suppressed
	"2010"	"2010"	"March"	"3"	"21 weeks"	"21"	Suppressed
	"2010"	"2010"	"March"	"3"	"22 weeks"	"22"	Suppressed
	"2010"	"2010"	"March"	"3"	"23 weeks"	"23"	Suppressed
	"2010"	"2010"	"March"	"3"	"24 weeks"	"24"	21
	"2010"	"2010"	"March"	"3"	"25 weeks"	"25"	16
	"2010"	"2010"	"March"	"3"	"26 weeks"	"26"	28
	"2010"	"2010"	"March"	"3"	"27 weeks"	"27"	24
	"2010"	"2010"	"March"	"3"	"28 weeks"	"28"	23
	"2010"	"2010"	"March"	"3"	"29 weeks"	"29"	40
	"2010"	"2010"	"March"	"3"	"30 weeks"	"30"	59
	"2010"	"2010"	"March"	"3"	"31 weeks"	"31"	81
	"2010"	"2010"	"March"	"3"	"32 weeks"	"32"	100
	"2010"	"2010"	"March"	"3"	"33 weeks"	"33"	133
	"2010"	"2010"	"March"	"3"	"34 weeks"	"34"	247
	"2010"	"2010"	"March"	"3"	"35 weeks"	"35"	423
	"2010"	"2010"	"March"	"3"	"36 weeks"	"36"	820
	"2010"	"2010"	"March"	"3"	"37 weeks"	"37"	1466
	"2010"	"2010"	"March"	"3"	"38 weeks"	"38"	3283
	"2010"	"2010"	"March"	"3"	"39 weeks"	"39"	5448
	"2010"	"2010"	"March"	"3"	"40 weeks"	"40"	4300
	"2010"	"2010"	"March"	"3"	"41 weeks"	"41"	1984
	"2010"	"2010"	"March"	"3"	"42 weeks"	"42"	617
	"2010"	"2010"	"March"	"3"	"43 weeks"	"43"	265
	"2010"	"2010"	"March"	"3"	"44 weeks"	"44"	138
	"2010"	"2010"	"March"	"3"	"45 weeks"	"45"	56
	"2010"	"2010"	"March"	"3"	"46 weeks"	"46"	36
	"2010"	"2010"	"March"	"3"	"47 weeks"	"47"	20
	"2010"	"2010"	"March"	"3"	"Unknown or Not Stated"	"99"	27
"Total"	"2010"	"2010"	"March"	"3"			19680
	"2010"	"2010"	"April"	"4"	"17 weeks"	"17"	Suppressed
	"2010"	"2010"	"April"	"4"	"18 weeks"	"18"	Suppressed
	"2010"	"2010"	"April"	"4"	"19 weeks"	"19"	Suppressed
	"2010"	"2010"	"April"	"4"	"20 weeks"	"20"	Suppressed
	"2010"	"2010"	"April"	"4"	"21 weeks"	"21"	Suppressed
	"2010"	"2010"	"April"	"4"	"22 weeks"	"22"	11
	"2010"	"2010"	"April"	"4"	"23 weeks"	"23"	Suppressed
	"2010"	"2010"	"April"	"4"	"24 weeks"	"24"	Suppressed
	"2010"	"2010"	"April"	"4"	"25 weeks"	"25"	18
	"2010"	"2010"	"April"	"4"	"26 weeks"	"26"	23
	"2010"	"2010"	"April"	"4"	"27 weeks"	"27"	25
	"2010"	"2010"	"April"	"4"	"28 weeks"	"28"	28
	"2010"	"2010"	"April"	"4"	"29 weeks"	"29"	45
	"2010"	"2010"	"April"	"4"	"30 weeks"	"30"	48
	"2010"	"2010"	"April"	"4"	"31 weeks"	"31"	96
	"2010"	"2010"	"April"	"4"	"32 weeks"	"32"	108
	"2010"	"2010"	"April"	"4"	"33 weeks"	"33"	138
	"2010"	"2010"	"April"	"4"	"34 weeks"	"34"	247
	"2010"	"2010"	"April"	"4"	"35 weeks"	"35"	363
	"2010"	"2010"	"April"	"4"	"36 weeks"	"36"	714
	"2010"	"2010"	"April"	"4"	"37 weeks"	"37"	1440
	"2010"	"2010"	"April"	"4"	"38 weeks"	"38"	3112
	"2010"	"2010"	"April"	"4"	"39 weeks"	"39"	5304
	"2010"	"2010"	"April"	"4"	"40 weeks"	"40"	4369
	"2010"	"2010"	"April"	"4"	"41 weeks"	"41"	2028
	"2010"	"2010"	"April"	"4"	"42 weeks"	"42"	622
	"2010"	"2010"	"April"	"4"	"43 weeks"	"43"	274
	"2010"	"2010"	"April"	"4"	"44 weeks"	"44"	141
	"2010"	"2010"	"April"	"4"	"45 weeks"	"45"	58
	"2010"	"2010"	"April"	"4"	"46 weeks"	"46"	23
	"2010"	"2010"	"April"	"4"	"47 weeks"	"47"	21
	"2010"	"2010"	"April"	"4"	"Unknown or Not Stated"	"99"	20
"Total"	"2010"	"2010"	"April"	"4"			19305
	"2010"	"2010"	"May"	"5"	"17 weeks"	"17"	Suppressed
	"2010"	"2010"	"May"	"5"	"18 weeks"	"18"	Suppressed
	"2010"	"2010"	"May"	"5"	"19 weeks"	"19"	Suppressed
	"2010"	"2010"	"May"	"5"	"20 weeks"	"20"	Suppressed
	"2010"	"2010"	"May"	"5"	"21 weeks"	"21"	Suppressed
	"2010"	"2010"	"May"	"5"	"22 weeks"	"22"	Suppressed
	"2010"	"2010"	"May"	"5"	"23 weeks"	"23"	13
	"2010"	"2010"	"May"	"5"	"24 weeks"	"24"	26
	"2010"	"2010"	"May"	"5"	"25 weeks"	"25"	11
	"2010"	"2010"	"May"	"5"	"26 weeks"	"26"	24
	"2010"	"2010"	"May"	"5"	"27 weeks"	"27"	24
	"2010"	"2010"	"May"	"5"	"28 weeks"	"28"	38
	"2010"	"2010"	"May"	"5"	"29 weeks"	"29"	44
	"2010"	"2010"	"May"	"5"	"30 weeks"	"30"	56
	"2010"	"2010"	"May"	"5"	"31 weeks"	"31"	61
	"2010"	"2010"	"May"	"5"	"32 weeks"	"32"	112
	"2010"	"2010"	"May"	"5"	"33 weeks"	"33"	151
	"2010"	"2010"	"May"	"5"	"34 weeks"	"34"	283
	"2010"	"2010"	"May"	"5"	"35 weeks"	"35"	424
	"2010"	"2010"	"May"	"5"	"36 weeks"	"36"	723
	"2010"	"2010"	"May"	"5"	"37 weeks"	"37"	1501
	"2010"	"2010"	"May"	"5"	"38 weeks"	"38"	3179
	"2010"	"2010"	"May"	"5"	"39 weeks"	"39"	5360
	"2010"	"2010"	"May"	"5"	"40 weeks"	"40"	4460
	"2010"	"2010"	"May"	"5"	"41 weeks"	"41"	1998
	"2010"	"2010"	"May"	"5"	"42 weeks"	"42"	561
	"2010"	"2010"	"May"	"5"	"43 weeks"	"43"	267
	"2010"	"2010"	"May"	"5"	"44 weeks"	"44"	123
	"2010"	"2010"	"May"	"5"	"45 weeks"	"45"	62
	"2010"	"2010"	"May"	"5"	"46 weeks"	"46"	33
	"2010"	"2010"	"May"	"5"	"47 weeks"	"47"	21
	"2010"	"2010"	"May"	"5"	"Unknown or Not Stated"	"99"	13
"Total"	"2010"	"2010"	"May"	"5"			19595
	"2010"	"2010"	"June"	"6"	"17 weeks"	"17"	Suppressed
	"2010"	"2010"	"June"	"6"	"18 weeks"	"18"	Suppressed
	"2010"	"2010"	"June"	"6"	"19 weeks"	"19"	Suppressed
	"2010"	"2010"	"June"	"6"	"20 weeks"	"20"	Suppressed
	"2010"	"2010"	"June"	"6"	"21 weeks"	"21"	Suppressed
	"2010"	"2010"	"June"	"6"	"22 weeks"	"22"	Suppressed
	"2010"	"2010"	"June"	"6"	"23 weeks"	"23"	11
	"2010"	"2010"	"June"	"6"	"24 weeks"	"24"	18
	"2010"	"2010"	"June"	"6"	"25 weeks"	"25"	19
	"2010"	"2010"	"June"	"6"	"26 weeks"	"26"	25
	"2010"	"2010"	"June"	"6"	"27 weeks"	"27"	17
	"2010"	"2010"	"June"	"6"	"28 weeks"	"28"	29
	"2010"	"2010"	"June"	"6"	"29 weeks"	"29"	40
	"2010"	"2010"	"June"	"6"	"30 weeks"	"30"	61
	"2010"	"2010"	"June"	"6"	"31 weeks"	"31"	96
	"2010"	"2010"	"June"	"6"	"32 weeks"	"32"	86
	"2010"	"2010"	"June"	"6"	"33 weeks"	"33"	164
	"2010"	"2010"	"June"	"6"	"34 weeks"	"34"	233
	"2010"	"2010"	"June"	"6"	"35 weeks"	"35"	387
	"2010"	"2010"	"June"	"6"	"36 weeks"	"36"	756
	"2010"	"2010"	"June"	"6"	"37 weeks"	"37"	1600
	"2010"	"2010"	"June"	"6"	"38 weeks"	"38"	3386
	"2010"	"2010"	"June"	"6"	"39 weeks"	"39"	5677
	"2010"	"2010"	"June"	"6"	"40 weeks"	"40"	4251
	"2010"	"2010"	"June"	"6"	"41 weeks"	"41"	2135
	"2010"	"2010"	"June"	"6"	"42 weeks"	"42"	607
	"2010"	"2010"	"June"	"6"	"43 weeks"	"43"	271
	"2010"	"2010"	"June"	"6"	"44 weeks"	"44"	109
	"2010"	"2010"	"June"	"6"	"45 weeks"	"45"	61
	"2010"	"2010"	"June"	"6"	"46 weeks"	"46"	28
	"2010"	"2010"	"June"	"6"	"47 weeks"	"47"	22
	"2010"	"2010"	"June"	"6"	"Unknown or Not Stated"	"99"	22
"Total"	"2010"	"2010"	"June"	"6"			20142
	"2010"	"2010"	"July"	"7"	"17 weeks"	"17"	Suppressed
	"2010"	"2010"	"July"	"7"	"18 weeks"	"18"	Suppressed
	"2010"	"2010"	"July"	"7"	"19 weeks"	"19"	Suppressed
	"2010"	"2010"	"July"	"7"	"20 weeks"	"20"	Suppressed
	"2010"	"2010"	"July"	"7"	"21 weeks"	"21"	Suppressed
	"2010"	"2010"	"July"	"7"	"22 weeks"	"22"	Suppressed
	"2010"	"2010"	"July"	"7"	"23 weeks"	"23"	Suppressed
	"2010"	"2010"	"July"	"7"	"24 weeks"	"24"	16
	"2010"	"2010"	"July"	"7"	"25 weeks"	"25"	21
	"2010"	"2010"	"July"	"7"	"26 weeks"	"26"	27
	"2010"	"2010"	"July"	"7"	"27 weeks"	"27"	29
	"2010"	"2010"	"July"	"7"	"28 weeks"	"28"	26
	"2010"	"2010"	"July"	"7"	"29 weeks"	"29"	43
	"2010"	"2010"	"July"	"7"	"30 weeks"	"30"	49
	"2010"	"2010"	"July"	"7"	"31 weeks"	"31"	79
	"2010"	"2010"	"July"	"7"	"32 weeks"	"32"	87
	"2010"	"2010"	"July"	"7"	"33 weeks"	"33"	144
	"2010"	"2010"	"July"	"7"	"34 weeks"	"34"	257
	"2010"	"2010"	"July"	"7"	"35 weeks"	"35"	385
	"2010"	"2010"	"July"	"7"	"36 weeks"	"36"	794
	"2010"	"2010"	"July"	"7"	"37 weeks"	"37"	1598
	"2010"	"2010"	"July"	"7"	"38 weeks"	"38"	3336
	"2010"	"2010"	"July"	"7"	"39 weeks"	"39"	5870
	"2010"	"2010"	"July"	"7"	"40 weeks"	"40"	4567
	"2010"	"2010"	"July"	"7"	"41 weeks"	"41"	2151
	"2010"	"2010"	"July"	"7"	"42 weeks"	"42"	649
	"2010"	"2010"	"July"	"7"	"43 weeks"	"43"	296
	"2010"	"2010"	"July"	"7"	"44 weeks"	"44"	123
	"2010"	"2010"	"July"	"7"	"45 weeks"	"45"	67
	"2010"	"2010"	"July"	"7"	"46 weeks"	"46"	37
	"2010"	"2010"	"July"	"7"	"47 weeks"	"47"	22
	"2010"	"2010"	"July"	"7"	"Unknown or Not Stated"	"99"	16
"Total"	"2010"	"2010"	"July"	"7"			20712
	"2010"	"2010"	"August"	"8"	"17 weeks"	"17"	Suppressed
	"2010"	"2010"	"August"	"8"	"18 weeks"	"18"	Suppressed
	"2010"	"2010"	"August"	"8"	"19 weeks"	"19"	Suppressed
	"2010"	"2010"	"August"	"8"	"20 weeks"	"20"	Suppressed
	"2010"	"2010"	"August"	"8"	"21 weeks"	"21"	Suppressed
	"2010"	"2010"	"August"	"8"	"22 weeks"	"22"	Suppressed
	"2010"	"2010"	"August"	"8"	"23 weeks"	"23"	11
	"2010"	"2010"	"August"	"8"	"24 weeks"	"24"	22
	"2010"	"2010"	"August"	"8"	"25 weeks"	"25"	23
	"2010"	"2010"	"August"	"8"	"26 weeks"	"26"	25
	"2010"	"2010"	"August"	"8"	"27 weeks"	"27"	15
	"2010"	"2010"	"August"	"8"	"28 weeks"	"28"	26
	"2010"	"2010"	"August"	"8"	"29 weeks"	"29"	36
	"2010"	"2010"	"August"	"8"	"30 weeks"	"30"	58
	"2010"	"2010"	"August"	"8"	"31 weeks"	"31"	66
